date_sample_collection;acari_20;data_type;id_sample;other_bfs;ab_araneae;araneae_01;araneae_05;diplura_20;diptera_01;id_level_1;id_level_2;id_level_3;isopoda_10;protura_20;diptera_l10;symphyla_20;ab_chilopoda;ab_diplopoda;chilopoda_10;chilopoda_20;country_code;diplopoda_10;diplopoda_20;hemiptera_01;opiliones_10;pauropoda_20;ab_coleoptera;ab_collembola;coleoptera_01;coleoptera_05;coleoptera_10;coleoptera_15;coleoptera_20;collembola_01;collembola_02;collembola_04;collembola_06;collembola_08;collembola_10;collembola_20;dermaptera_01;embioptera_10;palpigradi_20;psocoptera_01;ab_hymenoptera;coleoptera_l10;hymenoptera_01;hymenoptera_05;main_prog_name;precision_date;pseudoscorp_20;additional_name;hymenoptera_l10;thysanoptera_01;acari_number_taxa;id_sampling_point;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;list_of_other_bfs;enchytraeus_abundance;enchytreids_r_strategist_abundance;hymenoptera_number_taxa;ab_enchytreids_abundance;mesofauna_number_species;enchytreids_number_species;enchytreids_k_strategist_abundance
date:2022-11-08T00:00:00:yyyy-MM-dd;6700;Data Mesofauna;;0;100;100;0;0;0;E-59;NA;3;0;0;100;0;0;0;0;0;IT;0;0;3200;0;0;400;7100;300;100;0;0;0;0;0;0;0;3400;0;0;0;0;0;0;0;0;0;0;qbs_prati;D;0;;0;200;;2022-11-08_D_IT_qbs_prati_F_E-59_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;1500;Data Mesofauna;;0;0;0;0;0;0;E-6;NA;1;0;0;200;0;0;0;0;0;IT;0;0;100;0;0;100;4100;100;0;0;0;0;0;0;0;0;0;700;0;0;0;0;0;100;200;0;100;qbs_prati;D;0;;0;0;;2022-10-13_D_IT_qbs_prati_F_E-6_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;2800;Data Mesofauna;;0;0;0;0;0;0;E-6;NA;2;0;0;200;0;100;0;0;100;IT;0;0;200;0;200;400;1600;300;100;0;0;0;0;0;0;0;0;900;0;0;0;0;0;0;0;0;0;qbs_prati;D;0;;0;0;;2022-10-13_D_IT_qbs_prati_F_E-6_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;1600;Data Mesofauna;;0;100;100;0;0;0;E-6;NA;3;0;0;100;0;0;0;0;0;IT;0;0;100;0;0;200;3200;200;0;0;0;0;0;0;0;0;0;2300;0;0;0;0;0;0;0;0;0;qbs_prati;D;0;;0;0;;2022-10-13_D_IT_qbs_prati_F_E-6_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2022-11-08T00:00:00:yyyy-MM-dd;17000;Data Mesofauna;;0;500;500;0;0;0;E-60;NA;1;300;0;200;100;600;0;200;400;IT;0;0;4900;0;0;200;20700;200;0;0;0;0;0;0;0;0;0;18100;300;0;0;0;300;5500;900;0;5500;qbs_prati;D;0;;0;600;;2022-11-08_D_IT_qbs_prati_F_E-60_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-11-08T00:00:00:yyyy-MM-dd;3200;Data Mesofauna;;0;0;0;0;0;0;E-60;NA;2;200;0;0;0;0;0;0;0;IT;0;0;1200;0;0;200;21000;200;0;0;0;0;0;0;0;0;0;2500;100;0;0;0;0;800;200;0;800;qbs_prati;D;0;;0;400;;2022-11-08_D_IT_qbs_prati_F_E-60_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-11-08T00:00:00:yyyy-MM-dd;4200;Data Mesofauna;;0;0;0;0;0;0;E-60;NA;3;300;0;0;0;0;0;0;0;IT;0;0;5000;0;0;300;6300;100;200;0;0;0;0;0;0;0;0;3600;100;0;0;0;0;0;200;0;0;qbs_prati;D;0;;0;0;;2022-11-08_D_IT_qbs_prati_F_E-60_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;8800;Data Mesofauna;;0;0;0;0;0;0;E-7;NA;1;0;0;200;300;100;100;0;100;IT;0;100;0;0;0;0;4300;0;0;0;0;0;0;0;0;0;0;500;100;0;0;0;0;2300;200;0;2300;qbs_prati;D;0;;0;100;;2022-10-13_D_IT_qbs_prati_F_E-7_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;12800;Data Mesofauna;;200;0;0;0;0;0;E-7;NA;2;0;100;100;0;0;100;0;0;IT;100;0;100;0;0;200;20100;100;100;0;0;0;0;0;0;0;0;17500;2000;0;0;0;0;600;200;0;600;qbs_prati;D;0;;0;100;;2022-10-13_D_IT_qbs_prati_F_E-7_NA_NA_P_2;F;NA;P;L_lepidoptera;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;7600;Data Mesofauna;;100;200;200;0;0;0;E-7;NA;3;0;0;0;100;0;0;0;0;IT;0;0;500;0;200;100;29800;100;0;0;0;0;0;0;0;0;0;9300;1000;0;0;0;0;100;0;0;100;qbs_prati;D;0;;0;400;;2022-10-13_D_IT_qbs_prati_F_E-7_NA_NA_P_3;F;NA;P;L_lepidoptera;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;7700;Data Mesofauna;;0;0;0;0;0;0;E-8;NA;1;0;100;300;200;300;0;300;0;IT;0;0;100;0;100;2000;12700;2000;0;0;0;0;0;100;0;800;200;600;700;0;0;0;0;4600;1700;0;4600;qbs_prati;D;0;;0;0;;2022-10-13_D_IT_qbs_prati_F_E-8_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;9200;Data Mesofauna;;0;100;100;0;0;0;E-8;NA;2;0;0;200;0;0;0;0;0;IT;0;0;300;0;0;200;3000;200;0;0;0;0;0;0;0;300;200;100;0;0;0;0;0;200;200;0;200;qbs_prati;D;0;;0;100;;2022-10-13_D_IT_qbs_prati_F_E-8_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;21200;Data Mesofauna;;0;0;0;0;0;0;E-8;NA;3;0;0;0;200;0;0;0;0;IT;0;0;100;0;0;500;2800;500;0;0;0;0;0;0;100;400;900;500;300;0;0;0;0;200;500;0;200;qbs_prati;D;0;;0;200;;2022-10-13_D_IT_qbs_prati_F_E-8_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;2800;Data Mesofauna;;0;100;100;0;100;0;E-9;NA;1;0;0;300;0;0;100;0;0;IT;100;0;0;0;0;200;6700;100;0;0;0;100;0;300;300;1200;1900;400;400;0;0;0;100;3300;100;0;3300;qbs_prati;D;0;;0;0;;2022-10-13_D_IT_qbs_prati_F_E-9_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;17000;Data Mesofauna;;0;0;0;0;0;0;E-9;NA;2;0;0;0;0;0;0;0;0;IT;0;0;100;0;0;100;6000;0;100;0;0;0;0;0;0;600;800;0;100;0;0;0;0;400;200;0;400;qbs_prati;D;0;;0;0;;2022-10-13_D_IT_qbs_prati_F_E-9_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;8100;Data Mesofauna;;0;100;100;0;0;0;E-9;NA;3;100;0;0;0;600;0;100;500;IT;0;0;0;0;0;0;4600;0;0;0;0;0;0;0;0;700;800;600;1000;0;0;0;0;700;200;0;700;qbs_prati;D;0;;0;0;;2022-10-13_D_IT_qbs_prati_F_E-9_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2005-05-25T00:00:00:yyyy-MM-dd;20000;Data Mesofauna;;0;100;100;NA;200;NA;DE BELLIS_S1;NA;1;200;200;400;2300;0;100;0;0;IT;100;0;100;NA;100;0;5600;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;5600;0;NA;NA;NA;400;1000;400;NA;regional_monitoring_fvg;D;NA;;NA;NA;;2005-05-25_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S1_NA_NA_P_1;F;NA;P;;;;NA;;;;
date:2005-05-25T00:00:00:yyyy-MM-dd;20000;Data Mesofauna;;0;0;0;0;200;NA;DE BELLIS_S1;NA;2;100;300;100;400;100;100;100;NA;IT;NA;100;NA;NA;100;200;11300;NA;NA;200;0;0;NA;NA;NA;NA;NA;NA;11300;0;NA;NA;NA;400;200;400;NA;regional_monitoring_fvg;D;100;;NA;100;;2005-05-25_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S1_NA_NA_P_2;F;NA;P;;;;NA;;;;
date:2005-05-25T00:00:00:yyyy-MM-dd;8500;Data Mesofauna;;0;0;0;0;NA;NA;DE BELLIS_S1;NA;3;500;100;5500;2500;1300;200;NA;-99;IT;200;0;NA;NA;400;400;5400;NA;NA;400;0;0;NA;NA;NA;NA;NA;NA;5400;0;NA;NA;NA;400;200;400;NA;regional_monitoring_fvg;D;NA;;NA;NA;;2005-05-25_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S1_NA_NA_P_3;F;NA;P;;;;NA;;;;
date:2005-05-25T00:00:00:yyyy-MM-dd;600;Data Mesofauna;;0;0;0;0;NA;NA;DE BELLIS_S2;NA;1;NA;NA;NA;100;0;0;0;0;IT;NA;0;NA;NA;NA;0;1100;0;0;0;0;0;NA;NA;NA;NA;NA;NA;1100;0;NA;NA;NA;100;0;NA;100;regional_monitoring_fvg;D;NA;;NA;NA;;2005-05-25_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S2_NA_NA_P_1;F;NA;P;;;;NA;;;;
date:2005-05-25T00:00:00:yyyy-MM-dd;1900;Data Mesofauna;;0;0;0;0;NA;NA;DE BELLIS_S2;NA;2;NA;NA;NA;300;0;600;0;0;IT;NA;600;NA;NA;NA;0;2600;0;0;0;0;0;NA;NA;NA;NA;NA;NA;2600;0;NA;NA;NA;0;100;NA;NA;regional_monitoring_fvg;D;NA;;NA;100;;2005-05-25_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S2_NA_NA_P_2;F;NA;P;;;;NA;;;;
date:2005-05-25T00:00:00:yyyy-MM-dd;2000;Data Mesofauna;;0;0;0;0;NA;NA;DE BELLIS_S2;NA;3;NA;NA;2100;500;0;100;0;0;IT;NA;100;NA;NA;NA;0;3900;0;0;0;0;0;NA;NA;NA;NA;NA;NA;3900;0;NA;NA;NA;500;100;NA;500;regional_monitoring_fvg;D;NA;;NA;3500;;2005-05-25_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S2_NA_NA_P_3;F;NA;P;;;;NA;;;;
date:2005-05-25T00:00:00:yyyy-MM-dd;8100;Data Mesofauna;;0;0;0;0;NA;NA;DE BELLIS_S3;NA;1;100;NA;100;1400;1400;0;NA;-99;IT;NA;0;NA;NA;NA;0;1500;0;0;0;0;0;NA;NA;NA;NA;NA;NA;1500;0;NA;NA;NA;6200;100;NA;6200;regional_monitoring_fvg;D;NA;;NA;NA;;2005-05-25_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S3_NA_NA_P_1;F;NA;P;;;;NA;;;;
date:2005-05-25T00:00:00:yyyy-MM-dd;4100;Data Mesofauna;;100;0;0;0;100;NA;DE BELLIS_S3;NA;2;100;NA;200;1700;400;0;NA;-99;IT;NA;0;NA;NA;NA;0;6100;0;0;0;0;0;NA;NA;NA;NA;NA;NA;6100;0;NA;NA;NA;8000;100;NA;8000;regional_monitoring_fvg;D;NA;;NA;NA;;2005-05-25_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S3_NA_NA_P_2;F;NA;P;Othoptera;;;NA;;;;
date:2005-05-25T00:00:00:yyyy-MM-dd;1500;Data Mesofauna;;0;0;0;0;700;NA;DE BELLIS_S3;NA;3;200;NA;11800;900;400;0;NA;-99;IT;NA;0;NA;NA;NA;0;3000;0;0;0;0;0;NA;NA;NA;NA;NA;NA;3000;0;NA;NA;NA;24100;100;NA;24100;regional_monitoring_fvg;D;NA;;NA;NA;;2005-05-25_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S3_NA_NA_P_3;F;NA;P;;;;NA;;;;
date:2005-05-26T00:00:00:yyyy-MM-dd;5600;Data Mesofauna;;0;0;0;0;200;NA;DE BELLIS_S4;NA;1;NA;NA;100;300;100;0;100;NA;IT;NA;0;NA;NA;NA;0;1200;0;0;0;0;0;NA;NA;NA;NA;NA;NA;1200;0;NA;NA;NA;100;900;NA;100;regional_monitoring_fvg;D;100;;NA;NA;;2005-05-26_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S4_NA_NA_P_1;F;NA;P;;;;NA;;;;
date:2005-05-26T00:00:00:yyyy-MM-dd;8000;Data Mesofauna;;0;0;0;0;100;NA;DE BELLIS_S4;NA;2;NA;NA;NA;200;0;0;0;0;IT;NA;0;NA;NA;NA;200;100;NA;NA;200;0;0;NA;NA;NA;NA;NA;NA;100;0;NA;NA;NA;0;100;NA;NA;regional_monitoring_fvg;D;NA;;NA;NA;;2005-05-26_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S4_NA_NA_P_2;F;NA;P;;;;NA;;;;
date:2005-05-26T00:00:00:yyyy-MM-dd;1400;Data Mesofauna;;0;0;0;0;200;NA;DE BELLIS_S4;NA;3;NA;NA;NA;100;0;0;0;0;IT;NA;0;NA;NA;NA;0;300;0;0;0;0;0;NA;NA;NA;NA;NA;NA;300;0;NA;NA;NA;400;0;NA;400;regional_monitoring_fvg;D;100;;NA;NA;;2005-05-26_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S4_NA_NA_P_3;F;NA;P;;;;NA;;;;
date:2005-05-26T00:00:00:yyyy-MM-dd;5400;Data Mesofauna;;0;0;0;0;300;NA;DE BELLIS_S5;NA;1;NA;NA;NA;300;100;0;100;NA;IT;NA;0;NA;NA;NA;0;500;0;0;0;0;0;NA;NA;NA;NA;NA;NA;500;0;NA;NA;NA;100;500;NA;100;regional_monitoring_fvg;D;NA;;NA;NA;;2005-05-26_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S5_NA_NA_P_1;F;NA;P;;;;NA;;;;
date:2005-05-26T00:00:00:yyyy-MM-dd;2800;Data Mesofauna;;0;0;0;0;100;NA;DE BELLIS_S5;NA;2;NA;NA;100;300;100;0;NA;-99;IT;NA;0;NA;NA;100;0;300;0;0;0;0;0;NA;NA;NA;NA;NA;NA;300;0;NA;NA;NA;600;0;NA;600;regional_monitoring_fvg;D;NA;;NA;NA;;2005-05-26_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S5_NA_NA_P_2;F;NA;P;;;;NA;;;;
date:2005-05-26T00:00:00:yyyy-MM-dd;5000;Data Mesofauna;;0;0;0;0;300;NA;DE BELLIS_S5;NA;3;NA;NA;NA;700;300;100;NA;-99;IT;NA;100;NA;NA;NA;1100;700;NA;NA;1100;0;0;NA;NA;NA;NA;NA;NA;700;0;NA;NA;NA;300;NA;NA;300;regional_monitoring_fvg;D;NA;;NA;NA;;2005-05-26_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S5_NA_NA_P_3;F;NA;P;;;;NA;;;;
date:2005-06-08T00:00:00:yyyy-MM-dd;3000;Data Mesofauna;;0;0;0;0;2200;NA;RADOVIC_S6;NA;1;500;NA;NA;500;500;0;NA;-99;IT;NA;0;NA;NA;100;100;12000;NA;NA;100;0;0;NA;NA;NA;NA;NA;NA;12000;0;NA;NA;NA;0;400;NA;NA;regional_monitoring_fvg;D;800;;NA;NA;;2005-06-08_D_IT_Regional_monitoring_FVG_F_RADOVIC_S6_NA_NA_P_1;F;NA;P;;;;NA;;;;
date:2005-06-08T00:00:00:yyyy-MM-dd;3500;Data Mesofauna;;0;0;0;0;700;NA;RADOVIC_S6;NA;2;900;NA;NA;700;900;1200;900;NA;IT;NA;1200;NA;NA;500;100;2000;NA;NA;100;0;0;NA;NA;NA;NA;NA;NA;2000;0;NA;NA;NA;100;300;NA;100;regional_monitoring_fvg;D;100;;NA;NA;;2005-06-08_D_IT_Regional_monitoring_FVG_F_RADOVIC_S6_NA_NA_P_2;F;NA;P;;;;NA;;;;
date:2005-06-08T00:00:00:yyyy-MM-dd;6000;Data Mesofauna;;0;0;0;0;2200;NA;RADOVIC_S6;NA;3;500;NA;NA;600;500;300;500;NA;IT;NA;300;NA;NA;100;100;5000;NA;NA;100;0;0;NA;NA;NA;NA;NA;NA;5000;0;NA;NA;NA;100;200;NA;100;regional_monitoring_fvg;D;1300;;NA;NA;;2005-06-08_D_IT_Regional_monitoring_FVG_F_RADOVIC_S6_NA_NA_P_3;F;NA;P;;;;NA;;;;
date:2005-06-08T00:00:00:yyyy-MM-dd;5000;Data Mesofauna;;0;0;0;0;700;NA;RADOVIC_S7;NA;1;200;NA;NA;500;0;0;0;0;IT;NA;0;NA;NA;NA;100;3500;NA;NA;100;0;0;NA;NA;NA;NA;NA;NA;3500;0;NA;NA;NA;100;200;NA;100;regional_monitoring_fvg;D;NA;;NA;NA;;2005-06-08_D_IT_Regional_monitoring_FVG_F_RADOVIC_S7_NA_NA_P_1;F;NA;P;;;;NA;;;;
date:2005-06-08T00:00:00:yyyy-MM-dd;7000;Data Mesofauna;;0;0;0;0;600;NA;RADOVIC_S7;NA;2;NA;200;NA;800;0;0;0;0;IT;NA;0;NA;NA;400;100;7000;100;0;0;0;0;NA;NA;NA;NA;NA;NA;7000;0;NA;NA;NA;9000;700;NA;9000;regional_monitoring_fvg;D;NA;;NA;NA;;2005-06-08_D_IT_Regional_monitoring_FVG_F_RADOVIC_S7_NA_NA_P_2;F;NA;P;;;;NA;;;;
date:2005-06-08T00:00:00:yyyy-MM-dd;5000;Data Mesofauna;;0;0;0;0;1200;NA;RADOVIC_S7;NA;3;NA;NA;NA;800;0;100;0;0;IT;100;0;NA;NA;200;0;7000;0;0;0;0;0;NA;NA;NA;NA;NA;NA;7000;0;NA;NA;NA;100;2500;NA;100;regional_monitoring_fvg;D;NA;;NA;NA;;2005-06-08_D_IT_Regional_monitoring_FVG_F_RADOVIC_S7_NA_NA_P_3;F;NA;P;;;;NA;;;;
date:2005-06-08T00:00:00:yyyy-MM-dd;2000;Data Mesofauna;;0;0;0;0;NA;NA;RADOVIC_S8;NA;1;NA;NA;NA;NA;0;0;0;0;IT;NA;0;NA;NA;NA;0;300;0;0;0;0;0;NA;NA;NA;NA;NA;300;0;0;NA;NA;NA;0;3000;NA;NA;regional_monitoring_fvg;D;NA;;NA;NA;;2005-06-08_D_IT_Regional_monitoring_FVG_F_RADOVIC_S8_NA_NA_P_1;F;NA;P;;;;NA;;;;
date:2005-06-08T00:00:00:yyyy-MM-dd;1500;Data Mesofauna;;0;0;0;0;NA;NA;RADOVIC_S8;NA;2;NA;NA;NA;NA;0;0;0;0;IT;NA;0;NA;NA;100;0;300;0;0;0;0;0;NA;NA;NA;NA;NA;300;0;0;NA;NA;NA;0;1200;NA;NA;regional_monitoring_fvg;D;NA;;NA;NA;;2005-06-08_D_IT_Regional_monitoring_FVG_F_RADOVIC_S8_NA_NA_P_2;F;NA;P;;;;NA;;;;
date:2005-06-08T00:00:00:yyyy-MM-dd;3000;Data Mesofauna;;0;0;0;0;NA;NA;RADOVIC_S8;NA;3;NA;NA;NA;NA;0;0;0;0;IT;NA;0;NA;NA;500;200;1500;200;0;0;0;0;NA;NA;NA;NA;NA;NA;1500;0;NA;NA;NA;0;600;NA;NA;regional_monitoring_fvg;D;NA;;NA;NA;;2005-06-08_D_IT_Regional_monitoring_FVG_F_RADOVIC_S8_NA_NA_P_3;F;NA;P;;;;NA;;;;
date:2005-06-09T00:00:00:yyyy-MM-dd;3000;Data Mesofauna;;0;0;0;0;NA;NA;RADOVIC_S9;NA;1;NA;NA;NA;NA;0;0;0;0;IT;NA;0;NA;NA;NA;100;1200;100;0;0;0;0;NA;NA;NA;NA;NA;1200;0;0;NA;NA;NA;0;300;NA;NA;regional_monitoring_fvg;D;NA;;NA;NA;;2005-06-09_D_IT_Regional_monitoring_FVG_F_RADOVIC_S9_NA_NA_P_1;F;NA;P;;;;NA;;;;
date:2005-06-09T00:00:00:yyyy-MM-dd;3500;Data Mesofauna;;0;0;0;0;200;NA;RADOVIC_S9;NA;2;NA;NA;NA;NA;0;0;0;0;IT;NA;0;200;NA;NA;0;2000;0;0;0;0;0;NA;NA;NA;NA;NA;NA;2000;0;NA;NA;NA;0;200;NA;NA;regional_monitoring_fvg;D;NA;;NA;NA;;2005-06-09_D_IT_Regional_monitoring_FVG_F_RADOVIC_S9_NA_NA_P_2;F;NA;P;;;;NA;;;;
date:2005-06-09T00:00:00:yyyy-MM-dd;4000;Data Mesofauna;;0;0;0;0;NA;NA;RADOVIC_S9;NA;3;NA;NA;NA;NA;0;0;0;0;IT;NA;0;NA;NA;200;0;3500;0;0;0;0;0;NA;NA;NA;NA;NA;NA;3500;0;NA;NA;NA;0;300;NA;NA;regional_monitoring_fvg;D;NA;;NA;NA;;2005-06-09_D_IT_Regional_monitoring_FVG_F_RADOVIC_S9_NA_NA_P_3;F;NA;P;;;;NA;;;;
date:2005-06-09T00:00:00:yyyy-MM-dd;1000;Data Mesofauna;;0;100;100;NA;100;NA;RADOVIC_S10;NA;1;NA;100;NA;100;0;0;0;0;IT;NA;0;NA;NA;NA;100;3000;100;0;0;0;0;NA;NA;NA;NA;NA;NA;3000;0;NA;NA;NA;0;200;NA;NA;regional_monitoring_fvg;D;NA;;NA;NA;;2005-06-09_D_IT_Regional_monitoring_FVG_F_RADOVIC_S10_NA_NA_P_1;F;NA;P;;;;NA;;;;
date:2005-06-09T00:00:00:yyyy-MM-dd;20000;Data Mesofauna;;0;0;0;0;100;NA;RADOVIC_S10;NA;2;NA;200;NA;500;0;100;0;0;IT;NA;100;300;NA;300;100;6000;NA;NA;NA;NA;100;NA;NA;NA;NA;NA;NA;6000;200;NA;NA;NA;200;300;NA;200;regional_monitoring_fvg;D;NA;;NA;NA;;2005-06-09_D_IT_Regional_monitoring_FVG_F_RADOVIC_S10_NA_NA_P_2;F;NA;P;;;;NA;;;;
date:2005-06-09T00:00:00:yyyy-MM-dd;6000;Data Mesofauna;;1300;0;0;0;200;NA;RADOVIC_S10;NA;3;NA;400;NA;600;0;0;0;0;IT;NA;0;NA;NA;100;0;4000;0;0;0;0;0;NA;NA;NA;NA;NA;NA;4000;0;NA;NA;NA;100;500;NA;100;regional_monitoring_fvg;D;NA;;NA;NA;;2005-06-09_D_IT_Regional_monitoring_FVG_F_RADOVIC_S10_NA_NA_P_3;F;NA;P;Othoptera;;;NA;;;;
date:2006-06-22T00:00:00:yyyy-MM-dd;18200;Data Mesofauna;;0;0;0;0;NA;NA;SKERLY_S11;NA;1;NA;NA;300;NA;0;0;0;0;IT;NA;0;NA;NA;1200;300;2800;NA;NA;NA;NA;300;NA;NA;NA;NA;NA;NA;2800;0;NA;NA;NA;0;600;NA;NA;regional_monitoring_fvg;D;NA;;NA;200;;2006-06-22_D_IT_Regional_monitoring_FVG_F_SKERLY_S11_NA_NA_P_1;F;NA;P;;;;NA;;;;
date:2006-06-22T00:00:00:yyyy-MM-dd;4800;Data Mesofauna;;0;0;0;0;NA;NA;SKERLY_S11;NA;2;NA;NA;200;NA;0;200;0;0;IT;NA;200;NA;NA;100;300;1200;NA;NA;NA;NA;300;NA;NA;NA;NA;NA;NA;1200;0;NA;NA;NA;0;300;NA;NA;regional_monitoring_fvg;D;NA;;NA;NA;;2006-06-22_D_IT_Regional_monitoring_FVG_F_SKERLY_S11_NA_NA_P_2;F;NA;P;;;;NA;;;;
date:2006-06-22T00:00:00:yyyy-MM-dd;3700;Data Mesofauna;;0;0;0;0;NA;NA;SKERLY_S11;NA;3;NA;NA;100;NA;0;300;0;0;IT;NA;300;NA;NA;500;1500;2200;NA;NA;NA;1500;NA;NA;NA;NA;NA;NA;NA;2200;0;NA;NA;NA;200;100;200;NA;regional_monitoring_fvg;D;NA;;NA;NA;;2006-06-22_D_IT_Regional_monitoring_FVG_F_SKERLY_S11_NA_NA_P_3;F;NA;P;;;;NA;;;;
date:2006-06-22T00:00:00:yyyy-MM-dd;400;Data Mesofauna;;0;0;0;0;NA;NA;SKERLY_S12;NA;1;NA;NA;100;1000;0;0;0;0;IT;NA;0;NA;NA;200;0;700;0;0;0;0;0;NA;NA;NA;NA;NA;NA;700;0;NA;NA;NA;0;0;NA;NA;regional_monitoring_fvg;D;NA;;NA;NA;;2006-06-22_D_IT_Regional_monitoring_FVG_F_SKERLY_S12_NA_NA_P_1;F;NA;P;;;;NA;;;;
date:2006-06-22T00:00:00:yyyy-MM-dd;5600;Data Mesofauna;;0;0;0;0;NA;NA;SKERLY_S12;NA;2;NA;NA;NA;5700;0;0;0;0;IT;NA;0;300;NA;1200;100;2000;NA;NA;NA;NA;100;NA;NA;NA;NA;NA;NA;2000;0;NA;NA;NA;100;0;NA;100;regional_monitoring_fvg;D;100;;NA;NA;;2006-06-22_D_IT_Regional_monitoring_FVG_F_SKERLY_S12_NA_NA_P_2;F;NA;P;;;;NA;;;;
date:2006-06-22T00:00:00:yyyy-MM-dd;6600;Data Mesofauna;;400;0;0;0;NA;NA;SKERLY_S12;NA;3;100;NA;500;100;0;0;0;0;IT;NA;0;300;NA;100;200;3500;NA;NA;NA;NA;200;NA;NA;NA;NA;NA;NA;3500;0;NA;NA;NA;4800;0;NA;4800;regional_monitoring_fvg;D;NA;;NA;NA;;2006-06-22_D_IT_Regional_monitoring_FVG_F_SKERLY_S12_NA_NA_P_3;F;NA;P;other holometabola;;;NA;;;;
date:2005-01-01T00:00:00:yyyy-MM-dd;1600;Data Mesofauna;;0;0;0;0;NA;NA;RADOVIC_S13;NA;1;NA;400;NA;100;0;0;0;0;IT;NA;0;100;NA;NA;200;900;NA;NA;NA;200;0;NA;NA;NA;NA;NA;NA;900;0;NA;NA;NA;0;0;NA;NA;regional_monitoring_fvg;Y;NA;;NA;NA;;2005-01-01_Y_IT_Regional_monitoring_FVG_F_RADOVIC_S13_NA_NA_P_1;F;NA;P;;;;NA;;;;
date:2005-01-01T00:00:00:yyyy-MM-dd;8000;Data Mesofauna;;0;0;0;0;200;NA;RADOVIC_S13;NA;2;NA;1300;NA;100;0;0;0;0;IT;NA;0;100;NA;NA;200;2000;NA;NA;200;0;0;NA;NA;NA;NA;NA;NA;2000;0;NA;NA;NA;200;0;NA;200;regional_monitoring_fvg;Y;NA;;NA;NA;;2005-01-01_Y_IT_Regional_monitoring_FVG_F_RADOVIC_S13_NA_NA_P_2;F;NA;P;;;;NA;;;;
date:2005-01-01T00:00:00:yyyy-MM-dd;4000;Data Mesofauna;;0;0;0;0;NA;NA;RADOVIC_S13;NA;3;NA;NA;NA;100;0;0;0;0;IT;NA;0;100;NA;NA;0;1700;0;0;0;0;0;NA;NA;NA;NA;NA;NA;1700;0;NA;NA;NA;0;0;NA;NA;regional_monitoring_fvg;Y;NA;;NA;NA;;2005-01-01_Y_IT_Regional_monitoring_FVG_F_RADOVIC_S13_NA_NA_P_3;F;NA;P;;;;NA;;;;
date:2005-01-01T00:00:00:yyyy-MM-dd;18000;Data Mesofauna;;0;0;0;0;NA;NA;RADOVIC_S14;NA;1;1100;100;500;100;0;0;0;0;IT;NA;0;300;NA;100;200;20000;NA;NA;NA;200;0;NA;NA;NA;NA;NA;NA;20000;0;NA;NA;NA;3000;1500;NA;3000;regional_monitoring_fvg;Y;NA;;NA;NA;;2005-01-01_Y_IT_Regional_monitoring_FVG_F_RADOVIC_S14_NA_NA_P_1;F;NA;P;;;;NA;;;;
