ci;ei;mi;mi2-5;data_type;id_sample;ab_unident;id_level_1;id_level_2;id_level_3;nematods_si;ab_omnivores;ab_predators;country_code;ab_fungivores;ab_herbivores;main_prog_name;precision_date;ab_bacterivores;additional_name;id_sampling_point;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;total_nem_biomass;ab_Total_nematodes;date_sample_collection;nematode_family_richness;nematode_genera_richness
0;62.07;2.24;NULL;Data Microfauna;2018-08-19-D_SE_BiZon_F-R3_B-NA_P-9_Data Microfauna;0;R3;NA;9;63.49;189;0;SE;54;1918;bizon;D;864;;2018-08-19-D_SE_BiZon_F-R3_B-NA_P-9;F;B;P;;3025;NULL;;18
25;58.82;2.12;NULL;Data Microfauna;2018-08-19-D_SE_BiZon_F-R3_B-NA_P-10_Data Microfauna;0;R3;NA;10;47.54;175;58;SE;263;3880;bizon;D;1517;;2018-08-19-D_SE_BiZon_F-R3_B-NA_P-10;F;B;P;;5894;NULL;;26
42.86;21.65;2.29;NULL;Data Microfauna;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-1_Data Microfauna;0;R4;NA;1;44.32;245;122;SE;183;764;bizon;D;2170;;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-1;F;B;P;;3485;NULL;;26
16.88;55;2;NULL;Data Microfauna;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-2_Data Microfauna;0;R4;NA;2;35.38;138;46;SE;207;599;bizon;D;1520;;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-2;F;B;P;;2510;NULL;;23
41.67;40.68;2.04;NULL;Data Microfauna;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-3_Data Microfauna;0;R4;NA;3;22.65;119;0;SE;328;1818;bizon;D;1758;;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-3;F;B;P;;4023;NULL;;18
23.08;55.91;2;NULL;Data Microfauna;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-4_Data Microfauna;0;R4;NA;4;33.33;133;0;SE;199;3213;bizon;D;1292;;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-4;F;B;P;;4837;NULL;;18
7.69;78.79;1.6;NULL;Data Microfauna;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-5_Data Microfauna;0;R4;NA;5;18.25;25;0;SE;176;1506;bizon;D;1104;;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-5;F;B;P;;2811;NULL;;16
35.48;34.44;2.07;NULL;Data Microfauna;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-6_Data Microfauna;0;R4;NA;6;25.79;117;0;SE;147;1409;bizon;D;1556;;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-6;F;B;P;;3229;NULL;;20
26.4;53.88;2.1;NULL;Data Microfauna;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-7_Data Microfauna;105;R4;NA;7;41.85;351;210;SE;912;10938;bizon;D;3436;;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-7;F;B;P;;15952;NULL;;32
22.58;31;2.11;NULL;Data Microfauna;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-8_Data Microfauna;0;R4;NA;8;30.48;129;65;SE;162;2588;bizon;D;2200;;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-8;F;B;P;;5143;NULL;;20
11.66;62.93;2.07;NULL;Data Microfauna;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-9_Data Microfauna;0;R4;NA;9;49.93;471;157;SE;440;2105;bizon;D;3614;;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-9;F;B;P;;6787;NULL;;29
13.85;52;1.97;NULL;Data Microfauna;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-10_Data Microfauna;0;R4;NA;10;28.99;112;28;SE;169;956;bizon;D;1855;;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-10;F;B;P;;3120;NULL;;22
12.2;67.21;1.84;NULL;Data Microfauna;2015-04-14_M_BE_Herren2020_T_C0_113_0_Block_1_Data Microfauna;;C0_113_0;1;;28.57;0;3;BE;19;208;herren2020;M;78;;2015-04-14_M_BE_Herren2020_T_C0_113_0_Block_1;T;Block;;;308;NULL;;18
9.46;84.08;1.54;NULL;Data Microfauna;2015-04-14_M_BE_Herren2020_T_C1_114_0_Block_2_Data Microfauna;;C1_114_0;2;;23.85;0;6;BE;39;140;herren2020;M;131;;2015-04-14_M_BE_Herren2020_T_C1_114_0_Block_2;T;Block;;;316;NULL;;18
5.97;86.35;1.51;NULL;Data Microfauna;2015-04-14_M_BE_Herren2020_T_C1_243_0_Block_2_Data Microfauna;;C1_243_0;2;;29.52;4;0;BE;43;110;herren2020;M;247;;2015-04-14_M_BE_Herren2020_T_C1_243_0_Block_2;T;Block;;;404;NULL;;15
16.98;63.1;1.86;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-1_Data Microfauna;0;EP;NA;1;24.85;7;0;SE;54;249;ecobeans;D;229;;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-1;F;B;P;;539;NULL;;17
23.08;70.27;1.82;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-2_Data Microfauna;0;EP;NA;2;26.67;7;0;SE;34;353;ecobeans;D;68;;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-2;F;B;P;;462;NULL;;9
36.36;58.67;1.82;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-3_Data Microfauna;0;EP;NA;3;0;0;0;SE;93;511;ecobeans;D;146;;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-3;F;B;P;;750;NULL;;13
29.41;55.43;1.94;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-4_Data Microfauna;0;EP;NA;4;23.36;0;14;SE;101;325;ecobeans;D;237;;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-4;F;B;P;;676;NULL;;16
71.43;55.06;1.95;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-5_Data Microfauna;0;EP;NA;5;7.25;7;0;SE;463;255;ecobeans;D;114;;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-5;F;B;P;;838;NULL;;14
20;67.42;1.71;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-6_Data Microfauna;0;EP;NA;6;0;0;0;SE;60;101;ecobeans;D;195;;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-6;F;B;P;;356;NULL;;12
21.13;54.2;1.97;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-7_Data Microfauna;0;EP;NA;7;28.99;21;7;SE;75;185;ecobeans;D;405;;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-7;F;B;P;;693;NULL;;23
8.77;64.41;1.81;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-8_Data Microfauna;0;EP;NA;8;21.74;8;25;SE;67;438;ecobeans;D;665;;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-8;F;B;P;;1204;NULL;;23
100;25.37;2.04;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-9_Data Microfauna;0;EP;NA;9;7.41;14;0;SE;95;116;ecobeans;D;225;;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-9;F;B;P;;449;NULL;;12
100;44;2;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-10_Data Microfauna;0;EP;NA;10;0;0;0;SE;142;27;ecobeans;D;40;;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-10;F;B;P;;209;NULL;;10
71.83;55.04;1.95;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-JAA_B-NA_P-1_Data Microfauna;0;JAA;NA;1;6.45;7;0;SE;81;383;ecobeans;D;81;;2018-08-09-D_SE_EcoBeans_F-JAA_B-NA_P-1;F;B;P;;550;NULL;;12
100;44.23;2;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-JAA_B-NA_P-2_Data Microfauna;0;JAA;NA;2;0;0;0;SE;144;165;ecobeans;D;41;;2018-08-09-D_SE_EcoBeans_F-JAA_B-NA_P-2;F;B;P;;350;NULL;;12
38.89;62.61;1.97;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-JAA_B-NA_P-3_Data Microfauna;0;JAA;NA;3;32.55;0;35;SE;156;198;ecobeans;D;184;;2018-08-09-D_SE_EcoBeans_F-JAA_B-NA_P-3;F;B;P;;574;NULL;;14
100;7.69;2;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-JAA_B-NA_P-4_Data Microfauna;0;JAA;NA;4;0;0;0;SE;7;70;ecobeans;D;77;;2018-08-09-D_SE_EcoBeans_F-JAA_B-NA_P-4;F;B;P;;153;NULL;;8
50;53.33;2.22;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-JAA_B-NA_P-5_Data Microfauna;0;JAA;NA;5;47.17;7;0;SE;27;67;ecobeans;D;27;;2018-08-09-D_SE_EcoBeans_F-JAA_B-NA_P-5;F;B;P;;127;NULL;;7
100;29.63;2;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-JAA_B-NA_P-6_Data Microfauna;0;JAA;NA;6;0;0;0;SE;49;35;ecobeans;D;77;;2018-08-09-D_SE_EcoBeans_F-JAA_B-NA_P-6;F;B;P;;162;NULL;;10
100;29.79;2;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-JAA_B-NA_P-7_Data Microfauna;0;JAA;NA;7;0;0;0;SE;80;34;ecobeans;D;127;;2018-08-09-D_SE_EcoBeans_F-JAA_B-NA_P-7;F;B;P;;241;NULL;;7
29.41;42.5;1.92;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-JAA_B-NA_P-8_Data Microfauna;0;JAA;NA;8;8.31;8;0;SE;108;232;ecobeans;D;523;;2018-08-09-D_SE_EcoBeans_F-JAA_B-NA_P-8;F;B;P;;871;NULL;;13
56.36;51.89;1.95;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-JAA_B-NA_P-9_Data Microfauna;0;JAA;NA;9;10.92;0;7;SE;211;14;ecobeans;D;183;;2018-08-09-D_SE_EcoBeans_F-JAA_B-NA_P-9;F;B;P;;415;NULL;;9
52;50;1.89;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-JAA_B-NA_P-10_Data Microfauna;0;JAA;NA;10;0;0;0;SE;78;185;ecobeans;D;107;;2018-08-09-D_SE_EcoBeans_F-JAA_B-NA_P-10;F;B;P;;371;NULL;;10
13.73;65.38;1.82;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-RN_B-NA_P-1_Data Microfauna;0;RN;NA;1;22.86;7;7;SE;29;123;ecobeans;D;224;;2018-08-09-D_SE_EcoBeans_F-RN_B-NA_P-1;F;B;P;;391;NULL;;17
76.47;48.57;1.95;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-RN_B-NA_P-2_Data Microfauna;0;RN;NA;2;0;0;0;SE;59;170;ecobeans;D;44;;2018-08-09-D_SE_EcoBeans_F-RN_B-NA_P-2;F;B;P;;273;NULL;;10
60;43.48;2.19;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-RN_B-NA_P-3_Data Microfauna;0;RN;NA;3;38.1;7;7;SE;36;36;ecobeans;D;58;;2018-08-09-D_SE_EcoBeans_F-RN_B-NA_P-3;F;B;P;;146;NULL;;9
50;66.67;2.17;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-RN_B-NA_P-4_Data Microfauna;0;RN;NA;4;50;7;0;SE;14;36;ecobeans;D;7;;2018-08-09-D_SE_EcoBeans_F-RN_B-NA_P-4;F;B;P;;64;NULL;;7
35.48;65.96;2.04;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-RN_B-NA_P-5_Data Microfauna;0;RN;NA;5;42.86;21;0;SE;35;56;ecobeans;D;70;;2018-08-09-D_SE_EcoBeans_F-RN_B-NA_P-5;F;B;P;;181;NULL;;10
15.94;70.05;2.03;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-RN_B-NA_P-6_Data Microfauna;0;RN;NA;6;52.8;85;8;SE;123;108;ecobeans;D;509;;2018-08-09-D_SE_EcoBeans_F-RN_B-NA_P-6;F;B;P;;833;NULL;;18
74.19;43.06;2.17;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-RN_B-NA_P-7_Data Microfauna;0;RN;NA;7;33.33;29;0;SE;86;115;ecobeans;D;144;;2018-08-09-D_SE_EcoBeans_F-RN_B-NA_P-7;F;B;P;;374;NULL;;15
13.4;79.51;2;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-RN_B-NA_P-8_Data Microfauna;0;RN;NA;8;63.37;51;7;SE;51;220;ecobeans;D;242;;2018-08-09-D_SE_EcoBeans_F-RN_B-NA_P-8;F;B;P;;573;NULL;;21
3.11;90.96;1.85;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-RN_B-NA_P-9_Data Microfauna;0;RN;NA;9;78.74;87;0;SE;29;190;ecobeans;D;364;;2018-08-09-D_SE_EcoBeans_F-RN_B-NA_P-9;F;B;P;;671;NULL;;17
39.78;69.4;1.88;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-RN_B-NA_P-10_Data Microfauna;0;RN;NA;10;25.79;22;0;SE;144;173;ecobeans;D;129;;2018-08-09-D_SE_EcoBeans_F-RN_B-NA_P-10;F;B;P;;467;NULL;;15
64.56;51.63;2.07;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-MM_B-NA_P-1_Data Microfauna;0;MM;NA;1;26.18;28;7;SE;314;84;ecobeans;D;209;;2018-08-09-D_SE_EcoBeans_F-MM_B-NA_P-1;F;B;P;;642;NULL;;16
71.93;44.88;2.13;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-MM_B-NA_P-2_Data Microfauna;0;MM;NA;2;30.17;49;0;SE;260;113;ecobeans;D;232;;2018-08-09-D_SE_EcoBeans_F-MM_B-NA_P-2;F;B;P;;654;NULL;;18
47.06;62.96;2.14;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-MM_B-NA_P-3_Data Microfauna;0;MM;NA;3;46.13;28;21;SE;218;77;ecobeans;D;120;;2018-08-09-D_SE_EcoBeans_F-MM_B-NA_P-3;F;B;P;;464;NULL;;20
23.4;73.44;1.82;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-MM_B-NA_P-4_Data Microfauna;0;MM;NA;4;32;7;0;SE;58;72;ecobeans;D;108;;2018-08-09-D_SE_EcoBeans_F-MM_B-NA_P-4;F;B;P;;244;NULL;;14
80.65;46.97;2.12;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-MM_B-NA_P-5_Data Microfauna;0;MM;NA;5;25.93;29;0;SE;359;73;ecobeans;D;168;;2018-08-09-D_SE_EcoBeans_F-MM_B-NA_P-5;F;B;P;;630;NULL;;16
39.62;65.43;2.03;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-MM_B-NA_P-6_Data Microfauna;0;MM;NA;6;39.46;29;0;SE;86;93;ecobeans;D;108;;2018-08-09-D_SE_EcoBeans_F-MM_B-NA_P-6;F;B;P;;316;NULL;;13
76.47;53.97;2.12;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-MM_B-NA_P-7_Data Microfauna;0;MM;NA;7;29.27;22;0;SE;152;43;ecobeans;D;36;;2018-08-09-D_SE_EcoBeans_F-MM_B-NA_P-7;F;B;P;;253;NULL;;8
100;36.84;2.59;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-MM_B-NA_P-8_Data Microfauna;0;MM;NA;8;62.5;29;0;SE;57;14;ecobeans;D;36;;2018-08-09-D_SE_EcoBeans_F-MM_B-NA_P-8;F;B;P;;136;NULL;;10
NA;0;2;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-MM_B-NA_P-9_Data Microfauna;0;MM;NA;9;0;0;0;SE;0;0;ecobeans;D;14;;2018-08-09-D_SE_EcoBeans_F-MM_B-NA_P-9;F;B;P;;14;NULL;;2
100;46.03;2;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-MM_B-NA_P-10_Data Microfauna;0;MM;NA;10;0;0;0;SE;574;118;ecobeans;D;104;;2018-08-09-D_SE_EcoBeans_F-MM_B-NA_P-10;F;B;P;;795;NULL;;15
60;50;2;NULL;Data Microfauna;2018-08-08-D_SE_EcoBeans_F-NS_B-NA_P-1_Data Microfauna;0;NS;NA;1;17.24;15;0;SE;245;1299;ecobeans;D;229;;2018-08-08-D_SE_EcoBeans_F-NS_B-NA_P-1;F;B;P;;1788;NULL;;14
80.49;26.8;1.98;NULL;Data Microfauna;2018-08-08-D_SE_EcoBeans_F-NS_B-NA_P-2_Data Microfauna;0;NS;NA;2;0;0;0;SE;417;223;ecobeans;D;1127;;2018-08-08-D_SE_EcoBeans_F-NS_B-NA_P-2;F;B;P;;1767;NULL;;15
27.71;52.53;1.89;NULL;Data Microfauna;2018-08-08-D_SE_EcoBeans_F-NS_B-NA_P-3_Data Microfauna;0;NS;NA;3;12.02;21;0;SE;234;255;ecobeans;D;712;;2018-08-08-D_SE_EcoBeans_F-NS_B-NA_P-3;F;B;P;;1221;NULL;;18
38.1;60;1.84;NULL;Data Microfauna;2018-08-08-D_SE_EcoBeans_F-NS_B-NA_P-4_Data Microfauna;0;NS;NA;4;6.67;7;0;SE;200;165;ecobeans;D;265;;2018-08-08-D_SE_EcoBeans_F-NS_B-NA_P-4;F;B;P;;637;NULL;;13
56.25;48.12;1.99;NULL;Data Microfauna;2018-08-08-D_SE_EcoBeans_F-NS_B-NA_P-5_Data Microfauna;0;NS;NA;5;15.34;14;0;SE;173;276;ecobeans;D;276;;2018-08-08-D_SE_EcoBeans_F-NS_B-NA_P-5;F;B;P;;739;NULL;;19
37.78;56.25;1.93;NULL;Data Microfauna;2018-08-08-D_SE_EcoBeans_F-NS_B-NA_P-6_Data Microfauna;0;NS;NA;6;18.6;31;0;SE;250;1030;ecobeans;D;390;;2018-08-08-D_SE_EcoBeans_F-NS_B-NA_P-6;F;B;P;;1700;NULL;;17
21.68;72.59;1.66;NULL;Data Microfauna;2018-08-08-D_SE_EcoBeans_F-NS_B-NA_P-7_Data Microfauna;0;NS;NA;7;0;0;0;SE;168;188;ecobeans;D;343;;2018-08-08-D_SE_EcoBeans_F-NS_B-NA_P-7;F;B;P;;699;NULL;;15
60.98;38.68;1.94;NULL;Data Microfauna;2018-08-08-D_SE_EcoBeans_F-NS_B-NA_P-8_Data Microfauna;0;NS;NA;8;0;0;0;SE;163;128;ecobeans;D;312;;2018-08-08-D_SE_EcoBeans_F-NS_B-NA_P-8;F;B;P;;603;NULL;;16
63.64;50;1.92;NULL;Data Microfauna;2018-08-08-D_SE_EcoBeans_F-NS_B-NA_P-9_Data Microfauna;0;NS;NA;9;0;0;0;SE;125;195;ecobeans;D;104;;2018-08-08-D_SE_EcoBeans_F-NS_B-NA_P-9;F;B;P;;424;NULL;;11
47.17;52.48;1.93;NULL;Data Microfauna;2018-08-08-D_SE_EcoBeans_F-NS_B-NA_P-10_Data Microfauna;0;NS;NA;10;11.52;21;0;SE;160;250;ecobeans;D;208;;2018-08-08-D_SE_EcoBeans_F-NS_B-NA_P-10;F;B;P;;638;NULL;;20
87.88;32.35;2.3;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-HN_B-NA_P-1_Data Microfauna;0;HN;NA;1;43.21;67;0;SE;347;358;ecobeans;D;459;;2018-08-09-D_SE_EcoBeans_F-HN_B-NA_P-1;F;B;P;;1231;NULL;;19
71.43;29.17;2.29;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-HN_B-NA_P-2_Data Microfauna;0;HN;NA;2;43.57;18;0;SE;250;1340;ecobeans;D;447;;2018-08-09-D_SE_EcoBeans_F-HN_B-NA_P-2;F;B;P;;2054;NULL;;18
100;23.29;2.32;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-HN_B-NA_P-3_Data Microfauna;0;HN;NA;3;43.29;65;0;SE;273;520;ecobeans;D;520;;2018-08-09-D_SE_EcoBeans_F-HN_B-NA_P-3;F;B;P;;1379;NULL;;16
12.5;50.79;2.2;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-HN_B-NA_P-4_Data Microfauna;0;HN;NA;4;51.18;7;0;SE;78;120;ecobeans;D;240;;2018-08-09-D_SE_EcoBeans_F-HN_B-NA_P-4;F;B;P;;444;NULL;;16
37.5;53.78;2.08;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-HN_B-NA_P-5_Data Microfauna;0;HN;NA;5;37.14;37;0;SE;345;702;ecobeans;D;505;;2018-08-09-D_SE_EcoBeans_F-HN_B-NA_P-5;F;B;P;;1588;NULL;;20
32.08;51.96;2.02;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-HN_B-NA_P-6_Data Microfauna;0;HN;NA;6;28.99;11;0;SE;215;556;ecobeans;D;465;;2018-08-09-D_SE_EcoBeans_F-HN_B-NA_P-6;F;B;P;;1247;NULL;;18
57.89;41.3;2.18;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-HN_B-NA_P-7_Data Microfauna;0;HN;NA;7;37.21;0;0;SE;144;863;ecobeans;D;210;;2018-08-09-D_SE_EcoBeans_F-HN_B-NA_P-7;F;B;P;;1217;NULL;;15
31.43;57.69;1.88;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-HN_B-NA_P-8_Data Microfauna;0;HN;NA;8;13.48;53;0;SE;904;346;ecobeans;D;1648;;2018-08-09-D_SE_EcoBeans_F-HN_B-NA_P-8;F;B;P;;2951;NULL;;15
47.83;38.98;2.19;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-HN_B-NA_P-9_Data Microfauna;0;HN;NA;9;39.37;62;12;SE;322;359;ecobeans;D;693;;2018-08-09-D_SE_EcoBeans_F-HN_B-NA_P-9;F;B;P;;1448;NULL;;22
43.59;51.66;2.03;NULL;Data Microfauna;2018-08-09-D_SE_EcoBeans_F-HN_B-NA_P-10_Data Microfauna;0;HN;NA;10;27.72;0;0;SE;828;891;ecobeans;D;1061;;2018-08-09-D_SE_EcoBeans_F-HN_B-NA_P-10;F;B;P;;2780;NULL;;15
51.65;54.49;1.9;NULL;Data Microfauna;2018-08-08-D_SE_EcoBeans_F-PEH-L_B-NA_P-1_Data Microfauna;0;PEH-L;NA;1;5;7;0;SE;283;297;ecobeans;D;283;;2018-08-08-D_SE_EcoBeans_F-PEH-L_B-NA_P-1;F;B;P;;871;NULL;;17
25.93;73.97;1.81;NULL;Data Microfauna;2018-08-08-D_SE_EcoBeans_F-PEH-L_B-NA_P-2_Data Microfauna;0;PEH-L;NA;2;29.63;7;7;SE;90;208;ecobeans;D;104;;2018-08-08-D_SE_EcoBeans_F-PEH-L_B-NA_P-2;F;B;P;;417;NULL;;15
15.79;84.92;1.54;NULL;Data Microfauna;2018-08-08-D_SE_EcoBeans_F-PEH-L_B-NA_P-3_Data Microfauna;0;PEH-L;NA;3;22.86;14;0;SE;120;255;ecobeans;D;248;;2018-08-08-D_SE_EcoBeans_F-PEH-L_B-NA_P-3;F;B;P;;636;NULL;;13
50;45.71;2;NULL;Data Microfauna;2018-08-08-D_SE_EcoBeans_F-PEH-L_B-NA_P-4_Data Microfauna;0;PEH-L;NA;4;17.39;7;0;SE;28;336;ecobeans;D;91;;2018-08-08-D_SE_EcoBeans_F-PEH-L_B-NA_P-4;F;B;P;;462;NULL;;14
63.64;54.1;1.9;NULL;Data Microfauna;2018-08-08-D_SE_EcoBeans_F-PEH-L_B-NA_P-5_Data Microfauna;0;PEH-L;NA;5;0;0;0;SE;117;249;ecobeans;D;69;;2018-08-08-D_SE_EcoBeans_F-PEH-L_B-NA_P-5;F;B;P;;435;NULL;;15
54.64;57.4;1.87;NULL;Data Microfauna;2018-08-08-D_SE_EcoBeans_F-PEH-L_B-NA_P-6_Data Microfauna;0;PEH-L;NA;6;0;0;0;SE;641;578;ecobeans;D;469;;2018-08-08-D_SE_EcoBeans_F-PEH-L_B-NA_P-6;F;B;P;;1687;NULL;;14
43.86;61.29;2.04;NULL;Data Microfauna;2018-08-08-D_SE_EcoBeans_F-PEH-L_B-NA_P-7_Data Microfauna;0;PEH-L;NA;7;37.39;21;7;SE;155;388;ecobeans;D;134;;2018-08-08-D_SE_EcoBeans_F-PEH-L_B-NA_P-7;F;B;P;;706;NULL;;19
20.93;67.72;1.85;NULL;Data Microfauna;2018-08-08-D_SE_EcoBeans_F-PEH-L_B-NA_P-8_Data Microfauna;0;PEH-L;NA;8;28.07;0;7;SE;118;427;ecobeans;D;294;;2018-08-08-D_SE_EcoBeans_F-PEH-L_B-NA_P-8;F;B;P;;846;NULL;;20
38.89;67.29;1.94;NULL;Data Microfauna;2018-08-08-D_SE_EcoBeans_F-PEH-L_B-NA_P-9_Data Microfauna;0;PEH-L;NA;9;31.37;14;14;SE;174;420;ecobeans;D;130;;2018-08-08-D_SE_EcoBeans_F-PEH-L_B-NA_P-9;F;B;P;;754;NULL;;19
71.43;53.85;1.92;NULL;Data Microfauna;2018-08-08-D_SE_EcoBeans_F-PEH-L_B-NA_P-10_Data Microfauna;0;PEH-L;NA;10;0;0;0;SE;64;157;ecobeans;D;21;;2018-08-08-D_SE_EcoBeans_F-PEH-L_B-NA_P-10;F;B;P;;243;NULL;;13
63.64;44.35;1.99;NULL;Data Microfauna;2018-08-07-D_SE_EcoBeans_F-JE_B-NA_P-1_Data Microfauna;0;JE;NA;1;10.97;8;0;SE;203;330;ecobeans;D;330;;2018-08-07-D_SE_EcoBeans_F-JE_B-NA_P-1;F;B;P;;873;NULL;;15
5.82;90.93;1.33;NULL;Data Microfauna;2018-08-07-D_SE_EcoBeans_F-JE_B-NA_P-2_Data Microfauna;0;JE;NA;2;14.79;9;0;SE;172;310;ecobeans;D;861;;2018-08-07-D_SE_EcoBeans_F-JE_B-NA_P-2;F;B;P;;1352;NULL;;14
45.45;58.67;1.87;NULL;Data Microfauna;2018-08-07-D_SE_EcoBeans_F-JE_B-NA_P-3_Data Microfauna;0;JE;NA;3;6.06;9;0;SE;250;358;ecobeans;D;304;;2018-08-07-D_SE_EcoBeans_F-JE_B-NA_P-3;F;B;P;;921;NULL;;16
45.1;62.58;1.81;NULL;Data Microfauna;2018-08-07-D_SE_EcoBeans_F-JE_B-NA_P-4_Data Microfauna;0;JE;NA;4;0;0;0;SE;317;309;ecobeans;D;242;;2018-08-07-D_SE_EcoBeans_F-JE_B-NA_P-4;F;B;P;;869;NULL;;12
20;75.86;1.67;NULL;Data Microfauna;2018-08-07-D_SE_EcoBeans_F-JE_B-NA_P-5_Data Microfauna;0;JE;NA;5;15.15;11;0;SE;158;645;ecobeans;D;396;;2018-08-07-D_SE_EcoBeans_F-JE_B-NA_P-5;F;B;P;;1211;NULL;;12
82.09;44.08;1.97;NULL;Data Microfauna;2018-08-07-D_SE_EcoBeans_F-JE_B-NA_P-6_Data Microfauna;0;JE;NA;6;0;0;0;SE;592;507;ecobeans;D;399;;2018-08-07-D_SE_EcoBeans_F-JE_B-NA_P-6;F;B;P;;1498;NULL;;13
49.43;53.37;1.87;NULL;Data Microfauna;2018-08-07-D_SE_EcoBeans_F-JE_B-NA_P-7_Data Microfauna;0;JE;NA;7;0;0;0;SE;331;341;ecobeans;D;455;;2018-08-07-D_SE_EcoBeans_F-JE_B-NA_P-7;F;B;P;;1126;NULL;;12
