id_sampling_point;date_sample_collection;precision_date;country_code;main_prog_name;additional_name;level_1_scale_obs;id_level_1;level_2_scale_obs;id_level_2;level_3_scale_obs;id_level_3;id_sample;data_type;type_of_sample;fungi_soil_subsample_mass;fungi_sampl_method;fungi_sampling_methodo_iso;fungi_methodology_class;fungi_molecular_marker;fungi_sequencing_type;fungi_sequencing_platform;fungi_sequencing_length;fungi_taxon_annotation_plat_db;fungi_taxon_annotation_database_or_pipeline;fungi_picking_scope;fungi_amf_morphological_analysis;fungi_amf_morphological_analysis_method
2018-01-01_Y_ES_LUCAS_F_198_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;198;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_228_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;228;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_247_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;247;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_23_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;23;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_261_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;261;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_276_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;276;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_284_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;284;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_300_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;300;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_306_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;306;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_46_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;46;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_460_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;460;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_468_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;468;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_47_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;47;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_471_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;471;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_49_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;49;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_501_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;501;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_512_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;512;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_514_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;514;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_521_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;521;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_525_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;525;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_53_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;53;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_532_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;532;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_535_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;535;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_545_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;545;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_547_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;547;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_314_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;314;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_55_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;55;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_562_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;562;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_566_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;566;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_579_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;579;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_584_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;584;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_591_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;591;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_60_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;60;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_610_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;610;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_612_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;612;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_641_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;641;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_645_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;645;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_334_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;334;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_66_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;66;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_679_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;679;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_682_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;682;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_684_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;684;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_693_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;693;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_698_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;698;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_70_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;70;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_707_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;707;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_715_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;715;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_73_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;73;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_741_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;741;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_95_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;95;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_97_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;97;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FI_LUCAS_F_207_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FI;lucas;;F;207;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FI_LUCAS_F_288_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FI;lucas;;F;288;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FI_LUCAS_F_290_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FI;lucas;;F;290;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_56_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;56;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_573_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;573;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_599_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;599;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_604_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;604;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_608_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;608;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_615_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;615;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_8_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;8;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_807_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;807;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_809_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;809;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_819_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;819;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_837_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;837;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_839_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;839;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_HU_LUCAS_F_69_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;HU;lucas;;F;69;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_IT_LUCAS_F_310_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;IT;lucas;;F;310;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_IT_LUCAS_F_312_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;IT;lucas;;F;312;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_IT_LUCAS_F_320_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;IT;lucas;;F;320;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_IT_LUCAS_F_339_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;IT;lucas;;F;339;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_IT_LUCAS_F_342_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;IT;lucas;;F;342;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_IT_LUCAS_F_57_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;IT;lucas;;F;57;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_IT_LUCAS_F_592_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;IT;lucas;;F;592;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_LT_LUCAS_F_129_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;LT;lucas;;F;129;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_LT_LUCAS_F_233_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;LT;lucas;;F;233;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_LT_LUCAS_F_721_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;LT;lucas;;F;721;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_LT_LUCAS_F_762_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;LT;lucas;;F;762;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_LV_LUCAS_F_17_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;LV;lucas;;F;17;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_LV_LUCAS_F_205_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;LV;lucas;;F;205;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_LV_LUCAS_F_208_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;LV;lucas;;F;208;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_LV_LUCAS_F_259_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;LV;lucas;;F;259;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_LV_LUCAS_F_294_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;LV;lucas;;F;294;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_LV_LUCAS_F_488_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;LV;lucas;;F;488;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
