id_sampling_point;date_sample_collect;precision_date;id_level_1;id_level_2;id_level_3;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;country_code;main_prog_name;additional_name;data_type;id_sample;microfauna_extraction_method;microfauna_sampling_methodology_iso;microfauna_sampling_observation_method;asmicrofauna_sampled_area_for_each_subsample
2018-08-19-D_SE_BiZon_F-T12_B-NA_P-7;date:2018-08-19T00:00:00:yyyy-MM-dd;D;T12;NA;7;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-T12_B-NA_P-7_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-T12_B-NA_P-8;date:2018-08-19T00:00:00:yyyy-MM-dd;D;T12;NA;8;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-T12_B-NA_P-8_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-T12_B-NA_P-9;date:2018-08-19T00:00:00:yyyy-MM-dd;D;T12;NA;9;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-T12_B-NA_P-9_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-T12_B-NA_P-10;date:2018-08-19T00:00:00:yyyy-MM-dd;D;T12;NA;10;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-T12_B-NA_P-10_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K5_B-NA_P-1;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K5;NA;1;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K5_B-NA_P-1_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K5_B-NA_P-2;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K5;NA;2;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K5_B-NA_P-2_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K5_B-NA_P-3;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K5;NA;3;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K5_B-NA_P-3_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K5_B-NA_P-4;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K5;NA;4;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K5_B-NA_P-4_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K5_B-NA_P-5;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K5;NA;5;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K5_B-NA_P-5_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K5_B-NA_P-6;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K5;NA;6;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K5_B-NA_P-6_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K5_B-NA_P-7;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K5;NA;7;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K5_B-NA_P-7_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K5_B-NA_P-8;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K5;NA;8;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K5_B-NA_P-8_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K5_B-NA_P-9;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K5;NA;9;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K5_B-NA_P-9_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K5_B-NA_P-10;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K5;NA;10;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K5_B-NA_P-10_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K6_B-NA_P-1;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K6;NA;1;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K6_B-NA_P-1_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K6_B-NA_P-2;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K6;NA;2;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K6_B-NA_P-2_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K6_B-NA_P-3;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K6;NA;3;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K6_B-NA_P-3_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K6_B-NA_P-4;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K6;NA;4;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K6_B-NA_P-4_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K6_B-NA_P-5;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K6;NA;5;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K6_B-NA_P-5_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K6_B-NA_P-6;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K6;NA;6;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K6_B-NA_P-6_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K6_B-NA_P-7;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K6;NA;7;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K6_B-NA_P-7_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K6_B-NA_P-8;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K6;NA;8;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K6_B-NA_P-8_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K6_B-NA_P-9;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K6;NA;9;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K6_B-NA_P-9_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K6_B-NA_P-10;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K6;NA;10;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K6_B-NA_P-10_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K7_B-NA_P-1;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K7;NA;1;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K7_B-NA_P-1_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K7_B-NA_P-2;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K7;NA;2;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K7_B-NA_P-2_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K7_B-NA_P-3;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K7;NA;3;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K7_B-NA_P-3_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K7_B-NA_P-4;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K7;NA;4;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K7_B-NA_P-4_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K7_B-NA_P-5;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K7;NA;5;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K7_B-NA_P-5_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K7_B-NA_P-6;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K7;NA;6;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K7_B-NA_P-6_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K7_B-NA_P-7;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K7;NA;7;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K7_B-NA_P-7_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K7_B-NA_P-8;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K7;NA;8;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K7_B-NA_P-8_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K7_B-NA_P-9;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K7;NA;9;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K7_B-NA_P-9_Metadata Microfauna;Baermann funnel;;corer;
2018-08-21-D_SE_BiZon_F-K7_B-NA_P-10;date:2018-08-21T00:00:00:yyyy-MM-dd;D;K7;NA;10;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-21-D_SE_BiZon_F-K7_B-NA_P-10_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R1_B-NA_P-1;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R1;NA;1;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R1_B-NA_P-1_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R1_B-NA_P-2;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R1;NA;2;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R1_B-NA_P-2_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R1_B-NA_P-3;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R1;NA;3;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R1_B-NA_P-3_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R1_B-NA_P-4;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R1;NA;4;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R1_B-NA_P-4_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R1_B-NA_P-5;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R1;NA;5;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R1_B-NA_P-5_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R1_B-NA_P-6;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R1;NA;6;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R1_B-NA_P-6_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R1_B-NA_P-7;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R1;NA;7;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R1_B-NA_P-7_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R1_B-NA_P-8;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R1;NA;8;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R1_B-NA_P-8_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R1_B-NA_P-9;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R1;NA;9;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R1_B-NA_P-9_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R1_B-NA_P-10;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R1;NA;10;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R1_B-NA_P-10_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R2_B-NA_P-1;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R2;NA;1;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R2_B-NA_P-1_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R2_B-NA_P-2;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R2;NA;2;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R2_B-NA_P-2_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R2_B-NA_P-3;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R2;NA;3;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R2_B-NA_P-3_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R2_B-NA_P-4;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R2;NA;4;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R2_B-NA_P-4_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R2_B-NA_P-5;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R2;NA;5;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R2_B-NA_P-5_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R2_B-NA_P-6;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R2;NA;6;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R2_B-NA_P-6_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R2_B-NA_P-7;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R2;NA;7;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R2_B-NA_P-7_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R2_B-NA_P-8;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R2;NA;8;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R2_B-NA_P-8_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R2_B-NA_P-9;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R2;NA;9;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R2_B-NA_P-9_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R2_B-NA_P-10;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R2;NA;10;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R2_B-NA_P-10_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R3_B-NA_P-1;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R3;NA;1;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R3_B-NA_P-1_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R3_B-NA_P-2;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R3;NA;2;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R3_B-NA_P-2_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R3_B-NA_P-3;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R3;NA;3;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R3_B-NA_P-3_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R3_B-NA_P-4;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R3;NA;4;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R3_B-NA_P-4_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R3_B-NA_P-5;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R3;NA;5;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R3_B-NA_P-5_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R3_B-NA_P-6;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R3;NA;6;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R3_B-NA_P-6_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R3_B-NA_P-7;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R3;NA;7;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R3_B-NA_P-7_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R3_B-NA_P-8;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R3;NA;8;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R3_B-NA_P-8_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R3_B-NA_P-9;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R3;NA;9;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R3_B-NA_P-9_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R3_B-NA_P-10;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R3;NA;10;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R3_B-NA_P-10_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R4_B-NA_P-1;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R4;NA;1;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-1_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R4_B-NA_P-2;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R4;NA;2;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-2_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R4_B-NA_P-3;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R4;NA;3;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-3_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R4_B-NA_P-4;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R4;NA;4;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-4_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R4_B-NA_P-5;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R4;NA;5;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-5_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R4_B-NA_P-6;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R4;NA;6;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-6_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R4_B-NA_P-7;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R4;NA;7;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-7_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R4_B-NA_P-8;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R4;NA;8;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-8_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R4_B-NA_P-9;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R4;NA;9;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-9_Metadata Microfauna;Baermann funnel;;corer;
2018-08-19-D_SE_BiZon_F-R4_B-NA_P-10;date:2018-08-19T00:00:00:yyyy-MM-dd;D;R4;NA;10;F;B;P;SE;bizon;;Metadata Microfauna;2018-08-19-D_SE_BiZon_F-R4_B-NA_P-10_Metadata Microfauna;Baermann funnel;;corer;
2011-10-18_D_NL_EcoFinders_F_GR2;date:2011-10-18T00:00:00:yyyy-MM-dd;D;GR2;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_GR3;date:2011-10-18T00:00:00:yyyy-MM-dd;D;GR3;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_DK3;date:2011-10-18T00:00:00:yyyy-MM-dd;D;DK3;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_MV1;date:2011-10-18T00:00:00:yyyy-MM-dd;D;MV1;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_MV2;date:2011-10-18T00:00:00:yyyy-MM-dd;D;MV2;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_MV3;date:2011-10-18T00:00:00:yyyy-MM-dd;D;MV3;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_NR1;date:2011-10-18T00:00:00:yyyy-MM-dd;D;NR1;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_MO3;date:2011-10-18T00:00:00:yyyy-MM-dd;D;MO3;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2021-03-14_M_IE_Ikoyetal2023_T_13;date:2021-03-14T00:00:00:yyyy-MM-dd;M;13;NA;NA;T;no;;IE;ikoyetal2023;;;;Elutriator;;soil corer;
2021-03-14_M_IE_Ikoyetal2023_T_37;date:2021-03-14T00:00:00:yyyy-MM-dd;M;37;NA;NA;T;no;;IE;ikoyetal2023;;;;Elutriator;;soil corer;
2021-03-14_M_IE_Ikoyetal2023_T_40;date:2021-03-14T00:00:00:yyyy-MM-dd;M;40;NA;NA;T;no;;IE;ikoyetal2023;;;;Elutriator;;soil corer;
2021-03-14_M_IE_Ikoyetal2023_T_42;date:2021-03-14T00:00:00:yyyy-MM-dd;M;42;NA;NA;T;no;;IE;ikoyetal2023;;;;Elutriator;;soil corer;
2021-03-14_M_IE_Ikoyetal2023_T_62;date:2021-03-14T00:00:00:yyyy-MM-dd;M;62;NA;NA;T;no;;IE;ikoyetal2023;;;;Elutriator;;soil corer;
2021-03-14_M_IE_Ikoyetal2023_T_11;date:2021-03-14T00:00:00:yyyy-MM-dd;M;11;NA;NA;T;no;;IE;ikoyetal2023;;;;Elutriator;;soil corer;
2021-03-14_M_IE_Ikoyetal2023_T_8;date:2021-03-14T00:00:00:yyyy-MM-dd;M;8;NA;NA;T;no;;IE;ikoyetal2023;;;;Elutriator;;soil corer;
2021-03-14_M_IE_Ikoyetal2023_T_53;date:2021-03-14T00:00:00:yyyy-MM-dd;M;53;NA;NA;T;no;;IE;ikoyetal2023;;;;Elutriator;;soil corer;
2021-03-14_M_IE_Ikoyetal2023_T_57;date:2021-03-14T00:00:00:yyyy-MM-dd;M;57;NA;NA;T;no;;IE;ikoyetal2023;;;;Elutriator;;soil corer;
2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-1;date:2018-08-09T00:00:00:yyyy-MM-dd;D;EP;NA;1;F;B;P;SE;ecobeans;;Metadata Microfauna;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-1_Metadata Microfauna;Baermann funnel;;corer;
2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-2;date:2018-08-09T00:00:00:yyyy-MM-dd;D;EP;NA;2;F;B;P;SE;ecobeans;;Metadata Microfauna;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-2_Metadata Microfauna;Baermann funnel;;corer;
2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-3;date:2018-08-09T00:00:00:yyyy-MM-dd;D;EP;NA;3;F;B;P;SE;ecobeans;;Metadata Microfauna;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-3_Metadata Microfauna;Baermann funnel;;corer;
2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-4;date:2018-08-09T00:00:00:yyyy-MM-dd;D;EP;NA;4;F;B;P;SE;ecobeans;;Metadata Microfauna;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-4_Metadata Microfauna;Baermann funnel;;corer;
2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-5;date:2018-08-09T00:00:00:yyyy-MM-dd;D;EP;NA;5;F;B;P;SE;ecobeans;;Metadata Microfauna;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-5_Metadata Microfauna;Baermann funnel;;corer;
2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-6;date:2018-08-09T00:00:00:yyyy-MM-dd;D;EP;NA;6;F;B;P;SE;ecobeans;;Metadata Microfauna;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-6_Metadata Microfauna;Baermann funnel;;corer;
2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-7;date:2018-08-09T00:00:00:yyyy-MM-dd;D;EP;NA;7;F;B;P;SE;ecobeans;;Metadata Microfauna;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-7_Metadata Microfauna;Baermann funnel;;corer;
2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-8;date:2018-08-09T00:00:00:yyyy-MM-dd;D;EP;NA;8;F;B;P;SE;ecobeans;;Metadata Microfauna;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-8_Metadata Microfauna;Baermann funnel;;corer;
2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-9;date:2018-08-09T00:00:00:yyyy-MM-dd;D;EP;NA;9;F;B;P;SE;ecobeans;;Metadata Microfauna;2018-08-09-D_SE_EcoBeans_F-EP_B-NA_P-9_Metadata Microfauna;Baermann funnel;;corer;
